DEST1,40.881405000000001,-73.928387000000001,1772777.000000000000000,38658.841000000000349
DEST2,40.87986442857143,-73.92940735714286,1718620,37381.25
DEST3,40.87832385714287,-73.93042771428574,1722976,37505.786
DEST4,40.87678328571429,-73.93144807142859,1727374,37645.058
DEST5,40.87524271428572,-73.93246842857145,1731276.9999999998,37768.65900000001
DEST6,40.87370214285715,-73.93348878571429,1736099.0000000002,37921.352
DEST7,40.87216157142858,-73.9345091428572,1741478,38091.702
DEST8,40.87062100000001,-73.93552950000003,1694800,36545.429
DEST9,40.869080428571436,-73.93654985714291,1694800,36545.429
DEST10,40.867539857142866,-73.93757021428578,1668644.9999999998,36392.603
DEST11,40.865999285714295,-73.93859057142862,1675564,36577.11
DEST12,40.864458714285725,-73.93961092857148,1683130,36816.083
DEST13,40.86291814285715,-73.94063128571437,1687767.0000000002,36962.91900000001
DEST14,40.861377571428584,-73.94165164285722,1696514,37239.904
DEST15,40.85983700000001,-73.94267200000007,1701891.0000000002,37410.18
DEST16,40.858296428571435,-73.94369235714294,1707708,37594.384
DEST17,40.856755857142865,-73.94471271428581,1713004,37762.112
DEST18,40.85521528571431,-73.94573307142868,1719038,37953.16499999999
DEST19,40.853674714285724,-73.94675342857155,1590276,34382.52
DEST20,40.85213414285715,-73.9477737857144,1591551.0000000002,34422.88
DEST21,40.8505935714286,-73.94879414285727,1808759.0000000002,39437.09900000001
DEST22,40.84905300000001,-73.94981450000013,1807492,39396.976
DEST23,40.847512428571456,-73.95083485714298,1806226,39356.886
DEST24,40.845971857142885,-73.95185521428586,1748538,38887.37500000001
DEST25,40.844431285714315,-73.95287557142872,1611512.9999999998,34802.05
DEST26,40.84289071428574,-73.95389592857158,1638115.0000000002,35270.512
DEST27,40.84135014285717,-73.95491628571443,1649240.9999999998,35567.217
DEST28,40.8398095714286,-73.95593664285731,1653172,35672.058
DEST29,40.838269000000025,-73.95695700000019,1655155.0000000002,35724.924
DEST30,40.836728428571455,-73.95797735714301,1661034,35881.716
DEST31,40.835187857142884,-73.95899771428591,1750487.0000000002,32606.942
DEST32,40.83364728571432,-73.96001807142876,1753654,36568.94
DEST33,40.83210671428574,-73.96103842857163,1930588.9999999998,39392.65
DEST34,40.83056614285717,-73.9620587857145,1931354,39396.472
DEST35,40.8290255714286,-73.96307914285734,1933862,39409.01500000001
DEST36,40.82748500000003,-73.9640995000002,1913350,39425.48700000001
DEST37,40.825944428571454,-73.96511985714307,1904967.0000000002,39383.57299999999
DEST38,40.82440385714289,-73.96614021428594,1916587.0000000002,39805.352
DEST39,40.82286328571432,-73.96716057142879,1931398,39879.422
DEST40,40.82132271428575,-73.96818092857166,1926459.0000000002,39994.81
DEST41,40.81978214285717,-73.96920128571453,1948279.0000000002,40398.034
