,Unnamed: 0,Unnamed: 0.1,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,time_diff,isWillingToWalk,numberOfPassengers
513,513,2152473,2,2016-06-10 11:47:40,2016-06-10 12:30:03,3,28163.45,-73.7767028808594,40.6453704833984,2,N,-73.98184967041009,40.743480682373,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34,42.3833333333333,0,3
514,514,2152480,2,2016-06-10 11:47:41,2016-06-10 12:23:29,1,26570.2034,-73.7822647094727,40.646858215331996,2,N,-73.9806671142578,40.7480506896973,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34,35.8,1,3
515,515,2152592,1,2016-06-10 11:51:59,2016-06-10 12:30:10,3,28002.516,-73.7821044921875,40.644844055175795,2,N,-73.9731216430664,40.752346038818395,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,38.183333333333294,0,3
516,516,2152697,2,2016-06-10 11:43:11,2016-06-10 12:28:19,1,33603.0192,-73.79090881347659,40.644981384277294,2,N,-74.00257873535149,40.7087516784668,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,45.133333333333304,0,2
517,517,2152978,2,2016-06-10 11:34:34,2016-06-10 12:10:35,1,27745.0216,-73.7817916870117,40.644775390625,2,N,-73.98057556152341,40.74538040161129,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,36.0166666666667,0,1
518,518,2152982,2,2016-06-10 11:34:35,2016-06-10 12:25:09,1,36660.7652,-73.7844543457031,40.648597717285206,2,N,-74.0143203735352,40.7173957824707,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,50.5666666666667,0,3
519,519,2152989,2,2016-06-10 11:34:36,2016-06-10 12:27:25,1,34584.7166,-73.7786636352539,40.646701812744105,2,N,-73.9726867675781,40.754753112793004,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,52.8166666666667,1,3
520,520,2152993,2,2016-06-10 11:34:36,2016-06-10 12:24:18,1,29740.6032,-73.7780990600586,40.64678192138671,2,N,-73.9943161010742,40.7461051940918,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,49.7,0,3
521,521,2152997,2,2016-06-10 11:34:37,2016-06-10 12:13:31,2,26940.3516,-73.79058837890621,40.6466407775879,2,N,-73.9852523803711,40.7562408447266,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,38.9,1,2
522,522,2153018,2,2016-06-10 11:52:54,2016-06-10 13:01:02,3,27889.8622,-73.7854537963867,40.648853302002,2,N,-73.9786758422852,40.7618560791016,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,68.1333333333333,0,2
523,523,2153110,1,2016-06-10 11:34:46,2016-06-10 12:37:55,1,30255.592,-73.7900314331055,40.6436920166016,2,N,-74.00421142578121,40.721138000488295,1,52.0,0.0,0.5,5.0,0.0,0.3,57.8,63.15,1,3
524,524,2153140,2,2016-06-10 11:53:09,2016-06-10 12:39:44,2,27246.1262,-73.7895736694336,40.6463737487793,2,N,-73.9702606201172,40.7595443725586,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,46.5833333333333,0,3
525,525,2153182,2,2016-06-10 11:34:51,2016-06-10 12:19:26,2,29289.988,-73.7901916503906,40.6468505859375,2,N,-73.9967269897461,40.762748718261705,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,44.5833333333333,0,2
526,526,2153256,2,2016-06-10 11:34:58,2016-06-10 12:46:41,1,28871.5596,-73.78192138671879,40.6447105407715,2,N,-73.9783401489258,40.7616386413574,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,71.7166666666667,0,3
527,527,2153318,1,2016-06-10 11:35:03,2016-06-10 12:20:47,3,29129.054,-73.78208923339841,40.64470672607421,2,N,-73.9715194702148,40.7561531066895,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,45.7333333333333,1,2
528,528,2153399,2,2016-06-10 11:53:26,2016-06-10 12:37:23,1,28034.7028,-73.7818069458008,40.6447105407715,2,N,-73.9769515991211,40.752159118652294,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,43.95,1,3
529,529,2153441,1,2016-06-10 11:35:22,2016-06-10 12:23:54,1,31060.262,-73.7801742553711,40.6457672119141,2,N,-73.9670486450195,40.8051872253418,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34,48.5333333333333,1,1
530,530,2153592,1,2016-06-10 11:53:41,2016-06-10 13:00:20,2,32508.668,-73.7858352661133,40.6480102539062,2,N,-74.0050735473633,40.719181060791,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34,66.65,0,1
531,531,2153690,1,2016-06-10 11:53:53,2016-06-10 12:38:42,1,28968.12,-73.7804336547852,40.64531707763671,2,N,-73.9927978515625,40.7367057800293,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,44.8166666666667,1,3
532,532,2153800,2,2016-06-10 11:54:06,2016-06-10 12:56:33,1,30319.9656,-73.7892379760742,40.644989013671896,2,N,-74.00567626953121,40.711009979248,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,62.45,1,3
533,533,2153881,1,2016-06-10 11:36:05,2016-06-10 12:13:46,1,33152.404,-73.7855224609375,40.648288726806605,2,N,-73.9925003051758,40.7137031555176,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,37.683333333333294,1,3
534,534,2153884,2,2016-06-10 11:36:05,2016-06-10 12:09:54,1,27149.5658,-73.7818298339844,40.644748687744105,2,N,-73.9806594848633,40.7476806640625,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34,33.8166666666667,1,2
535,535,2154270,2,2016-06-10 11:36:49,2016-06-10 12:19:28,5,28437.0378,-73.7897415161133,40.6434783935547,2,N,-73.9742965698242,40.7533416748047,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84,42.65,0,3
536,536,2154504,2,2016-06-10 11:55:15,2016-06-10 12:58:26,1,37063.1002,-73.7819366455078,40.6447296142578,2,N,-73.9888153076172,40.74138641357421,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92,63.1833333333333,0,3
537,537,2154556,1,2016-06-10 11:37:16,2016-06-10 12:10:26,3,27519.714,-73.7849884033203,40.648521423339794,2,N,-73.9839172363281,40.7444190979004,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,33.1666666666667,1,3
538,538,2154749,2,2016-06-10 11:47:51,2016-06-10 12:39:20,1,29209.521,-73.78192138671879,40.644748687744105,2,N,-73.9815292358398,40.7624092102051,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,51.4833333333333,1,1
539,539,2154870,1,2016-06-10 11:48:00,2016-06-10 12:21:16,2,27036.912,-73.7820053100586,40.644622802734396,2,N,-73.9745864868164,40.7500457763672,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,33.2666666666667,0,3
540,540,2154885,1,2016-06-10 11:48:04,2016-06-10 12:40:46,3,27841.582,-73.78184509277341,40.6447868347168,2,N,-73.9891357421875,40.7580528259277,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,52.7,0,3
541,541,2154915,2,2016-06-10 11:55:51,2016-06-10 12:48:57,1,25668.973,-73.8014755249023,40.646759033203104,2,N,-73.9855728149414,40.7528648376465,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,53.1,1,3
542,542,2155226,1,2016-06-10 11:37:49,2016-06-10 12:56:01,3,36371.084,-73.7820358276367,40.644844055175795,2,N,-73.98828125,40.764129638671896,1,52.0,0.0,0.5,12.0,5.54,0.3,70.34,78.2,1,1
543,543,2155227,1,2016-06-10 11:37:49,2016-06-10 12:35:31,1,29611.856,-73.7860107421875,40.647518157959,2,N,-73.983512878418,40.7629432678223,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,57.7,0,3
544,544,2155230,2,2016-06-10 11:37:49,2016-06-10 12:19:58,1,27905.9556,-73.7969436645508,40.6447296142578,2,N,-73.9840393066406,40.759838104248,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,42.15,1,2
545,545,2155298,2,2016-06-10 11:43:19,2016-06-10 12:30:06,1,26908.1648,-73.78360748291009,40.6487312316895,2,N,-73.9752578735352,40.7653007507324,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,46.7833333333333,1,3
546,546,2155369,2,2016-06-10 11:43:26,2016-06-10 12:34:30,1,46429.459,-73.7817687988281,40.6447906494141,2,N,-74.0077590942383,40.704891204834,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,51.0666666666667,1,3
547,547,2155507,1,2016-06-10 11:38:12,2016-06-10 12:10:22,3,26715.044,-73.7813720703125,40.6449089050293,2,Y,-73.9767761230469,40.7467079162598,1,52.0,0.0,0.5,7.5,5.54,0.3,65.84,32.1666666666667,1,1
548,548,2155543,1,2016-06-10 11:43:50,2016-06-10 12:45:09,1,29129.054,-73.78196716308601,40.6447143554688,2,N,-73.9870681762695,40.7594108581543,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,61.3166666666667,0,3
549,549,2155714,2,2016-06-10 11:43:59,2016-06-10 12:32:29,1,28485.318,-73.7767791748047,40.645561218261705,2,N,-73.9900207519531,40.7474403381348,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,48.5,0,2
550,550,2155729,2,2016-06-10 11:44:01,2016-06-10 12:23:14,1,31446.5036,-73.7887268066406,40.64202117919921,2,N,-73.9781265258789,40.7522201538086,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,39.216666666666704,0,2
551,551,2156250,2,2016-06-10 11:44:41,2016-06-10 12:32:16,1,29338.2682,-73.7855224609375,40.6461601257324,2,N,-74.0026397705078,40.74721145629879,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,47.5833333333333,1,1
552,552,2156290,2,2016-06-10 12:01:26,2016-06-10 12:58:12,2,31494.7838,-73.78948974609379,40.64665985107421,2,N,-74.0091323852539,40.7174301147461,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,56.7666666666667,1,1
553,553,2156311,2,2016-06-10 11:44:45,2016-06-10 12:19:52,6,27487.5272,-73.7766571044922,40.6454200744629,2,N,-73.9786071777344,40.7507286071777,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,35.116666666666696,0,3
554,554,2156380,2,2016-06-10 12:01:38,2016-06-10 12:52:42,1,27326.5932,-73.7895812988281,40.6467704772949,2,N,-73.98529052734379,40.7519302368164,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,51.0666666666667,0,2
555,555,2156709,2,2016-06-10 11:49:00,2016-06-10 12:48:16,6,29676.2296,-73.7836685180664,40.64867401123049,2,N,-73.9838409423828,40.762886047363295,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,59.2666666666667,1,2
556,556,2156794,2,2016-06-10 11:45:11,2016-06-10 12:39:51,1,28823.2794,-73.78946685791009,40.646919250488295,2,N,-73.9840393066406,40.7605781555176,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,54.6666666666667,1,2
557,557,2156845,2,2016-06-10 11:45:13,2016-06-10 12:44:25,1,34520.343,-73.7821502685547,40.64453125,2,N,-73.98304748535149,40.7767906188965,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,59.2,0,3
558,558,2156846,2,2016-06-10 11:45:13,2016-06-10 12:46:44,1,28372.6642,-73.7766876220703,40.6452484130859,2,N,-73.9876022338867,40.7559814453125,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,61.5166666666667,1,3
559,559,2156879,2,2016-06-10 11:45:19,2016-06-10 12:29:36,3,29531.389,-73.7818984985352,40.6447410583496,2,N,-73.9864501953125,40.72490692138671,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34,44.2833333333333,1,2
560,560,2157007,1,2016-06-10 11:45:30,2016-06-10 12:39:10,2,29129.054,-73.78179931640621,40.644870758056605,2,N,-73.973518371582,40.764743804931605,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,53.6666666666667,1,3
561,561,2157014,2,2016-06-10 11:45:31,2016-06-10 12:34:39,1,28694.5322,-73.781852722168,40.6447296142578,2,N,-73.97547912597659,40.75645065307621,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34,49.133333333333304,1,2
562,562,2157161,1,2016-06-10 11:49:15,2016-06-10 12:46:38,1,34439.876000000004,-73.7768783569336,40.645046234130895,2,N,-74.00990295410159,40.7128486633301,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,57.383333333333304,0,3
563,563,2157195,2,2016-06-10 11:45:43,2016-06-10 12:18:59,6,27342.6866,-73.7806396484375,40.645210266113295,2,N,-73.98504638671879,40.74626922607421,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34,33.2666666666667,0,2
564,564,2157280,1,2016-06-10 11:45:51,2016-06-10 12:38:38,2,28163.45,-73.78236389160159,40.644474029541,2,N,-73.981689453125,40.7577323913574,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,52.7833333333333,1,3
565,565,2157683,2,2016-06-10 11:56:53,2016-06-10 12:58:03,1,29933.724,-73.7901611328125,40.6466827392578,2,N,-73.9871520996094,40.7685546875,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,61.1666666666667,1,3
566,566,2157793,1,2016-06-10 11:57:01,2016-06-10 12:44:35,1,27519.714,-73.7817916870117,40.6446533203125,2,N,-73.9779357910156,40.754451751709,4,52.0,0.0,0.5,0.0,5.54,0.3,58.34,47.5666666666667,0,1
567,567,2157834,1,2016-06-10 11:57:09,2016-06-10 12:49:58,3,29450.922,-73.7818603515625,40.644802093505895,2,N,-73.976188659668,40.7595062255859,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,52.8166666666667,1,1
568,568,2157917,1,2016-06-10 11:57:18,2016-06-10 12:46:47,2,28163.45,-73.7820053100586,40.644737243652294,2,N,-73.9832229614258,40.755683898925795,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34,49.4833333333333,1,3
569,569,2158098,2,2016-06-10 11:57:39,2016-06-10 13:05:35,1,35775.6282,-73.7818984985352,40.6447334289551,2,N,-73.98158264160159,40.752197265625,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34,67.9333333333333,0,2
570,570,2158284,2,2016-06-10 12:05:09,2016-06-10 13:02:46,1,27954.2358,-73.7839813232422,40.6486701965332,2,N,-73.9889602661133,40.755466461181605,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,57.616666666666696,0,3
571,571,2158979,1,2016-06-10 11:50:07,2016-06-10 12:41:43,3,28807.186,-73.7834548950195,40.6486930847168,2,N,-73.98626708984379,40.7584457397461,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,51.6,1,3
572,572,2159117,1,2016-06-10 12:03:22,2016-06-10 13:06:03,1,29933.724,-73.7892608642578,40.64672088623049,2,N,-74.0039978027344,40.7169761657715,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,62.6833333333333,0,2
573,573,2159273,2,2016-06-10 12:03:35,2016-06-10 12:48:34,1,28002.516,-73.7897644042969,40.6434288024902,2,N,-73.9852523803711,40.7465934753418,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,44.9833333333333,1,2
574,574,2159413,2,2016-06-10 12:07:06,2016-06-10 12:59:40,1,35840.0018,-73.7895812988281,40.6433868408203,2,N,-73.9817733764648,40.772026062011705,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,52.5666666666667,0,3
575,575,2159491,2,2016-06-10 12:03:47,2016-06-10 13:13:11,5,29531.389,-73.78782653808601,40.64500045776371,2,N,-73.9850616455078,40.760280609130895,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,69.4,1,2
576,576,2159547,1,2016-06-10 12:03:50,2016-06-10 12:53:18,1,32991.47,-73.790153503418,40.6470222473145,2,N,-73.9869766235352,40.719333648681605,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35,49.4666666666667,0,2
577,577,2159566,1,2016-06-10 12:03:54,2016-06-10 13:05:03,1,29450.922,-73.7810516357422,40.645027160644496,2,N,-73.98597717285149,40.755561828613295,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99,61.15,0,2
578,578,2159614,1,2016-06-10 11:50:39,2016-06-10 12:55:04,1,29611.856,-73.781867980957,40.644775390625,2,N,-73.9821395874023,40.7614631652832,1,52.0,0.0,0.5,2.76,5.54,0.3,61.1,64.4166666666667,1,3
579,579,2159673,1,2016-06-10 12:04:07,2016-06-10 12:59:44,1,30094.658,-73.7767105102539,40.64540481567379,2,N,-73.9834442138672,40.76448822021489,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34,55.616666666666696,1,2
580,580,2160052,2,2016-06-10 12:07:50,2016-06-10 13:04:38,3,29177.3342,-73.7859420776367,40.646934509277294,2,N,-73.9939193725586,40.7138214111328,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,56.8,0,2
581,581,2160185,2,2016-06-10 12:04:56,2016-06-10 12:55:24,1,28597.9718,-73.7832717895508,40.648681640625,2,N,-73.987434387207,40.757266998291,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,50.4666666666667,0,3
582,582,2160458,2,2016-06-10 11:58:01,2016-06-10 12:53:36,5,29048.587000000003,-73.78165435791009,40.64479446411129,2,N,-73.97972106933591,40.7645606994629,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,55.5833333333333,1,2
583,583,2160709,1,2016-06-10 11:58:23,2016-06-10 12:41:12,1,27841.582,-73.78175354003909,40.644813537597706,2,N,-73.98390197753909,40.7454681396484,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,42.81666666666671,1,3
584,584,2161202,2,2016-06-10 12:10:56,2016-06-10 13:07:03,2,29644.0428,-73.78196716308601,40.6447410583496,2,N,-73.99598693847659,40.7591896057129,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,56.116666666666696,1,3
585,585,2161269,2,2016-06-10 12:11:00,2016-06-10 12:48:05,1,26892.0714,-73.7898178100586,40.6470489501953,2,N,-73.9854736328125,40.744911193847706,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,37.0833333333333,0,1
586,586,2161283,2,2016-06-10 12:11:03,2016-06-10 13:02:56,1,32717.8822,-73.7896194458008,40.6465301513672,2,N,-73.981086730957,40.786781311035206,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84,51.883333333333304,1,1
587,587,2161484,1,2016-06-10 11:50:56,2016-06-10 12:36:46,2,28968.12,-73.7819061279297,40.644813537597706,2,N,-73.9743576049805,40.7565155029297,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,45.8333333333333,1,3
588,588,2161645,2,2016-06-10 11:51:09,2016-06-10 12:31:29,5,29483.1088,-73.7819595336914,40.6446533203125,2,N,-73.946662902832,40.8058586120605,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34,40.3333333333333,0,2
589,589,2161657,1,2016-06-10 11:51:13,2016-06-10 12:23:31,1,26232.242,-73.78932189941409,40.646934509277294,2,N,-73.9784164428711,40.741115570068395,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34,32.3,1,2
590,590,2161678,2,2016-06-10 12:09:33,2016-06-10 12:53:25,1,29386.5484,-73.7819137573242,40.6447105407715,2,N,-73.9683532714844,40.765052795410206,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,43.866666666666696,0,3
591,591,2161803,2,2016-06-10 11:59:07,2016-06-10 13:10:20,1,35164.079,-73.7849197387695,40.6485481262207,2,N,-73.9875106811523,40.768806457519496,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,71.2166666666667,1,2
592,592,2161883,1,2016-06-10 11:59:16,2016-06-10 12:46:41,1,28324.384,-73.7835235595703,40.6487045288086,2,N,-73.9874496459961,40.721923828125,1,52.0,0.0,0.5,5.55,0.0,0.3,58.35,47.4166666666667,1,2
593,593,2161946,2,2016-06-10 12:14:22,2016-06-10 12:59:09,1,45560.4154,-73.7817687988281,40.6447410583496,2,N,-74.0111389160156,40.7139282226562,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,44.7833333333333,0,1
594,594,2161970,1,2016-06-10 12:14:28,2016-06-10 12:46:51,3,26875.978,-73.7841262817383,40.64866256713871,2,N,-73.9823455810547,40.7450942993164,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34,32.383333333333304,0,3
595,595,2162037,1,2016-06-10 12:14:34,2016-06-10 12:56:24,2,33796.14,-73.7870101928711,40.645072937011705,2,N,-74.0069046020508,40.710411071777294,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,41.8333333333333,1,2
596,596,2162042,2,2016-06-10 12:14:35,2016-06-10 12:55:36,1,33780.0466,-73.77674865722659,40.6453971862793,2,N,-73.9602813720703,40.7696647644043,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,41.0166666666667,0,1
597,597,2162217,1,2016-06-10 12:14:56,2016-06-10 12:53:10,2,27036.912,-73.7900314331055,40.6472587585449,2,N,-73.9718704223633,40.7567939758301,1,52.0,0.0,0.5,2.0,5.54,0.3,60.34,38.2333333333333,0,1
598,598,2162777,1,2016-06-10 12:00:14,2016-06-10 12:49:57,1,31221.196,-73.781982421875,40.644588470459,2,N,-74.0021057128906,40.735767364502,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,49.7166666666667,1,2
599,599,2163030,1,2016-06-10 12:23:42,2016-06-10 13:14:44,3,28646.252,-73.7818069458008,40.644626617431605,2,N,-73.97857666015621,40.7621459960938,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,51.0333333333333,1,2
600,600,2163159,1,2016-06-10 12:23:54,2016-06-10 13:14:30,2,29289.988,-73.7819900512695,40.644660949706996,2,N,-73.9787826538086,40.7628898620605,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,50.6,0,2
601,601,2163207,1,2016-06-10 12:15:39,2016-06-10 12:55:32,1,28485.318,-73.7818222045898,40.6445541381836,2,N,-73.9817581176758,40.7534332275391,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99,39.8833333333333,0,1
602,602,2163377,1,2016-06-10 12:24:07,2016-06-10 13:01:41,1,28163.45,-73.78416442871091,40.6462249755859,2,N,-73.9739532470703,40.7615852355957,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,37.56666666666671,0,3
603,603,2163502,2,2016-06-10 12:24:14,2016-06-10 12:57:09,1,28147.3566,-73.7767333984375,40.6453514099121,2,N,-73.9774703979492,40.75230026245121,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,32.9166666666667,1,1
604,604,2163662,2,2016-06-10 12:12:00,2016-06-10 12:41:25,5,26988.6318,-73.7785720825195,40.6466789245605,2,N,-73.9777603149414,40.7456398010254,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,29.4166666666667,1,2
605,605,2163738,2,2016-06-10 12:16:10,2016-06-10 12:49:57,1,28195.6368,-73.7896423339844,40.643798828125,2,N,-73.9840393066406,40.74306106567379,1,52.0,0.0,0.5,6.0,5.54,0.3,64.34,33.7833333333333,0,1
606,606,2163741,2,2016-06-10 12:16:11,2016-06-10 12:52:52,1,28952.0266,-73.8071975708008,40.654487609863295,2,N,-73.97056579589841,40.755588531494105,1,52.0,0.0,0.5,8.5,5.54,0.3,66.84,36.683333333333294,0,3
607,607,2163832,1,2016-06-10 12:24:30,2016-06-10 13:07:06,1,27197.846,-73.7839126586914,40.648628234863295,2,N,-73.98387145996091,40.754974365234396,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99,42.6,0,1
608,608,2163910,2,2016-06-10 12:12:17,2016-06-10 12:52:12,2,26731.1374,-73.7898635864258,40.647029876709,2,N,-73.9745101928711,40.756683349609396,1,52.0,0.0,0.5,5.0,5.54,0.3,63.34,39.9166666666667,0,3
609,609,2164834,2,2016-06-10 12:25:19,2016-06-10 13:05:17,3,28726.719,-73.78538513183591,40.6484413146973,2,N,-73.9918212890625,40.7559051513672,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,39.966666666666704,0,3
610,610,2164914,2,2016-06-10 12:13:09,2016-06-10 13:01:40,2,29965.9108,-73.7767333984375,40.6453514099121,2,N,-73.982536315918,40.763191223144496,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,48.5166666666667,0,1
611,611,2165100,1,2016-06-10 12:17:26,2016-06-10 13:02:58,1,29772.79,-73.7918243408203,40.6453285217285,2,N,-74.0000762939453,40.7193641662598,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34,45.5333333333333,1,3
612,612,2165158,1,2016-06-10 12:25:48,2016-06-10 13:34:59,2,28163.45,-73.78993225097659,40.64695358276371,2,N,-73.98765563964851,40.76123046875,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,69.1833333333333,1,1
613,613,2165259,2,2016-06-10 12:25:53,2016-06-10 13:10:04,1,29273.8946,-73.77687072753909,40.6458587646484,2,N,-73.9872283935547,40.7222900390625,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,44.1833333333333,1,3
614,614,2165517,2,2016-06-10 12:13:46,2016-06-10 12:53:32,1,26892.0714,-73.7905197143555,40.646701812744105,2,N,-73.9729232788086,40.7554702758789,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,39.7666666666667,0,1
615,615,2165993,1,2016-06-10 12:18:28,2016-06-10 13:00:14,2,28485.318,-73.7908020019531,40.6467437744141,2,N,-73.9757614135742,40.764701843261705,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,41.7666666666667,0,2
616,616,2166258,2,2016-06-10 12:28:39,2016-06-10 13:25:07,1,30690.1138,-73.7894058227539,40.642795562744105,2,N,-74.00616455078121,40.727302551269496,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,56.4666666666667,1,3
617,617,2166278,2,2016-06-10 12:26:55,2016-06-10 13:08:24,1,34697.3704,-73.7833023071289,40.64859008789061,2,N,-73.9723434448242,40.750675201416,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,41.4833333333333,1,1
618,618,2166507,2,2016-06-10 12:27:11,2016-06-10 13:15:04,4,29016.4002,-73.78021240234379,40.645561218261705,2,N,-73.9850311279297,40.7619590759277,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,47.883333333333304,1,3
619,619,2166686,2,2016-06-10 12:27:25,2016-06-10 13:09:50,1,30400.4326,-73.7852554321289,40.64846801757809,2,N,-74.0038681030273,40.738334655761705,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,42.4166666666667,1,3
620,620,2166867,2,2016-06-10 12:29:15,2016-06-10 13:11:13,1,29660.1362,-73.784049987793,40.648681640625,2,N,-73.9693298339844,40.7685203552246,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,41.966666666666704,0,2
621,621,2167101,1,2016-06-10 12:29:36,2016-06-10 13:10:40,1,27519.714,-73.783935546875,40.6486473083496,2,N,-73.9756851196289,40.763885498046896,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,41.06666666666671,1,1
622,622,2168666,1,2016-06-10 12:20:47,2016-06-10 13:24:37,2,33313.338,-73.7902526855469,40.6470184326172,2,N,-74.0015869140625,40.73378372192379,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,63.8333333333333,1,2
623,623,2168932,2,2016-06-10 12:21:17,2016-06-10 12:55:32,2,27085.1922,-73.7941589355469,40.644870758056605,2,N,-73.9720077514648,40.7554512023926,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,34.25,0,2
624,624,2169183,2,2016-06-10 12:21:36,2016-06-10 13:07:08,2,28597.9718,-73.7767333984375,40.6456260681152,2,N,-73.9756851196289,40.7638816833496,1,52.0,0.0,0.5,10.56,0.0,0.3,63.36,45.5333333333333,0,2
