,destID,destLat,destLong,timeFromSrc,distFromSrc
899,DEST900,40.8176706,-73.90749609,1666.442,30822.131
900,DEST901,40.83518786,-73.95899771,1750.599,32608.62
901,DEST902,40.83453069,-73.95725698,1753.296,32629.592
902,DEST903,40.83387352,-73.95551625,1755.992,32650.564
903,DEST904,40.83321636,-73.95377551,1695.588,36483.41
904,DEST905,40.83255919,-73.95203478,1692.892,36462.437999999995
905,DEST906,40.83190202,-73.95029405,1707.848,32118.972
906,DEST907,40.83124486,-73.94855331,1813.418,31933.499
907,DEST908,40.83058769,-73.94681258,1748.916,32848.815
908,DEST909,40.82993052,-73.94507185,1785.703,33012.311
909,DEST910,40.82927336,-73.94333111,1725.104,32598.456000000002
910,DEST911,40.82861619,-73.94159038,1674.998,32216.709
911,DEST912,40.82795902,-73.93984965,1571.117,31325.012000000002
912,DEST913,40.82730186,-73.93810891,1561.161,31248.167
913,DEST914,40.82664469,-73.93636818,1569.018,31307.46
914,DEST915,40.82598752,-73.93462745,1542.409,31332.105
915,DEST916,40.82533036,-73.93288671,1682.074,34895.151
916,DEST917,40.82467319,-73.93114598,1579.031,29968.061
917,DEST918,40.82401602,-73.92940525,1588.898,29861.861
918,DEST919,40.82335886,-73.92766451,1579.152,29876.382999999998
919,DEST920,40.82270169,-73.92592378,1666.253,30417.691000000003
920,DEST921,40.82204452,-73.92418305,1609.986,30028.047000000002
921,DEST922,40.82138736,-73.92244231,1747.942,30444.607000000004
922,DEST923,40.82073019,-73.92070158,1665.379,30183.392000000003
923,DEST924,40.82007302,-73.91896085,1682.651,29443.16
924,DEST925,40.81941586,-73.91722011,1646.336,29281.757
925,DEST926,40.81875869,-73.91547938,1643.387,29250.517000000003
926,DEST927,40.81810152,-73.91373865,1644.442,29090.897
927,DEST928,40.81744436,-73.91199791,1670.219,29365.877
928,DEST929,40.81678719,-73.91025718,1725.385,31150.487
929,DEST930,40.81613002,-73.90851645,1619.558,30847.963
930,DEST931,40.83364729,-73.96001807,1753.664,36569.166
931,DEST932,40.83299012,-73.95827734,1753.664,36569.166
932,DEST933,40.83233295,-73.95653659999999,1753.664,36569.166
933,DEST934,40.83167579,-73.95479587,1753.664,36569.166
934,DEST935,40.83101862,-73.95305514,1753.664,36569.166
935,DEST936,40.83036145,-73.95131440000002,1682.138,36444.529
936,DEST937,40.82970429,-73.94957367,1767.658,31635.77
937,DEST938,40.82904712,-73.94783294,1766.364,31405.446
938,DEST939,40.82838995,-73.9460922,1802.835,31741.535
939,DEST940,40.82773279,-73.94435147,1748.649,31366.507999999998
940,DEST941,40.82707562,-73.94261074,1694.564,30970.14
941,DEST942,40.82641845,-73.94086999999999,1594.409,31474.379
942,DEST943,40.82576129,-73.93912927,1580.853,31415.104
943,DEST944,40.82510412,-73.93738854,1617.646,31578.627
944,DEST945,40.82444695,-73.9356478,1548.891,31504.974
945,DEST946,40.82378979,-73.93390707,1462.035,29878.725
946,DEST947,40.82313262,-73.93216634,1618.5,31155.113999999998
947,DEST948,40.82247545,-73.93042559999999,1567.388,29653.112
948,DEST949,40.82181829,-73.92868487,1550.477,29578.906000000003
949,DEST950,40.82116112,-73.92694414,1633.494,30132.944
950,DEST951,40.82050395,-73.92520340000002,1577.666,29860.269
951,DEST952,40.81984679,-73.92346267,1608.343,29929.892000000003
952,DEST953,40.81918962,-73.92172194,1625.366,30113.455
953,DEST954,40.81853245,-73.91998120000001,1654.043,30240.908
954,DEST955,40.81787529,-73.91824047,1652.89,29195.949
955,DEST956,40.81721812,-73.91649974,1624.254,29103.261000000002
956,DEST957,40.81656095,-73.914759,1596.611,28917.572
957,DEST958,40.81590379,-73.91301827,1613.998,29072.13
958,DEST959,40.81524662,-73.91127754,1652.856,29327.494
959,DEST960,40.81458945,-73.9095368,1611.441,29015.218999999997
960,DEST961,40.83210671,-73.96103843,1930.601,39392.91
961,DEST962,40.83144955,-73.95929770000001,1765.326,36601.562000000005
962,DEST963,40.83079238,-73.95755696,1765.326,36601.562000000005
963,DEST964,40.83013521,-73.95581623,1765.326,36601.562000000005
964,DEST965,40.82947805,-73.9540755,1765.326,36601.562000000005
965,DEST966,40.82882088,-73.95233476,1689.354,36636.971
966,DEST967,40.82816371,-73.95059403,1753.161,31401.988999999998
967,DEST968,40.82750655,-73.9488533,1746.87,31239.834
968,DEST969,40.82684938,-73.94711256,1710.118,31076.492000000002
969,DEST970,40.82619221,-73.94537183,1690.815,30912.821
970,DEST971,40.82553505,-73.9436311,1670.776,30778.603
971,DEST972,40.82487788,-73.94189036,1616.422,31665.484
972,DEST973,40.82422071,-73.94014963,1600.451,31581.295
973,DEST974,40.82356355,-73.9384089,1637.246,31744.827
974,DEST975,40.82290638,-73.93666816,1631.034,30095.446
975,DEST976,40.82224921,-73.93492743,1628.848,30027.534
976,DEST977,40.82159205,-73.93318670000001,1635.818,30046.894
977,DEST978,40.82093488,-73.93144596,1627.737,31401.429
978,DEST979,40.82027771,-73.92970523,1546.823,29513.703999999998
979,DEST980,40.81962055,-73.9279645,1564.37,29731.456000000002
980,DEST981,40.81896338,-73.92622376,1550.598,29646.495
981,DEST982,40.81830621,-73.92448303,1565.652,29740.15
982,DEST983,40.81764905,-73.9227423,1582.606,29923.405
983,DEST984,40.81699188,-73.92100156,1593.69,30049.804
984,DEST985,40.81633471,-73.91926083,1599.534,28943.582000000002
985,DEST986,40.81567755,-73.91752009999999,1580.552,28774.827
986,DEST987,40.81502038,-73.91577936,1586.783,28830.211
987,DEST988,40.81436321,-73.91403863,1604.957,28991.763
988,DEST989,40.81370605,-73.9122979,1602.332,29069.112999999998
989,DEST990,40.81304888,-73.91055716,1584.701,28912.39
990,DEST991,40.83056614,-73.96205879,1931.366,39396.732
991,DEST992,40.82990898,-73.96031805,1830.516,31569.474
992,DEST993,40.82925181,-73.95857732,1830.516,31569.474
993,DEST994,40.82859464,-73.95683659,1830.516,31569.474
994,DEST995,40.82793748,-73.95509585,1814.03,31523.675
995,DEST996,40.82728031,-73.95335512,1771.597,31405.806
996,DEST997,40.82662314,-73.95161439,1721.68,31231.097999999998
997,DEST998,40.82596598,-73.94987365,1703.173,31066.58
998,DEST999,40.82530881,-73.94813292,1684.797,30903.235
999,DEST1000,40.82465164,-73.94639219,1666.391,30739.623
1000,DEST1001,40.82399448,-73.94465145,1647.961,30575.792999999998
1001,DEST1002,40.82333731,-73.94291072,1630.16,30416.379
1002,DEST1003,40.82268014,-73.94116999,1611.075,30247.892000000003
1003,DEST1004,40.82202298,-73.93942925,1592.682,30084.397
1004,DEST1005,40.82136581,-73.93768852,1574.257,29920.606
1005,DEST1006,40.82070864,-73.93594779,1567.108,29806.417
1006,DEST1007,40.82005148,-73.93420705,1671.275,30111.646
1007,DEST1008,40.81939431,-73.93246632,1517.795,29418.718999999997
1008,DEST1009,40.81873714,-73.93072559,1637.034,31649.337000000003
1009,DEST1010,40.81807998,-73.92898485,1535.934,29491.639
1010,DEST1011,40.81742281,-73.92724412,1521.994,29099.869
1011,DEST1012,40.81676564,-73.92550339,1587.398,29323.464
1012,DEST1013,40.81610848,-73.92376265,1609.796,29423.016
1013,DEST1014,40.81545131,-73.92202192,1605.315,28678.514
1014,DEST1015,40.81479414,-73.92028119,1649.361,29180.261000000002
1015,DEST1016,40.81413698,-73.91854045,1554.035,28490.264
1016,DEST1017,40.81347981,-73.91679972,1591.506,28656.806
1017,DEST1018,40.81282264,-73.91505899,1611.444,28503.906000000003
1018,DEST1019,40.81216548,-73.91331825,1573.051,28327.636000000002
1019,DEST1020,40.81150831,-73.91157752,1598.242,28326.854
1020,DEST1021,40.82902557,-73.96307914,1933.874,39409.275
1021,DEST1022,40.8283684,-73.96133841,1849.05,31620.957000000002
1022,DEST1023,40.82771124,-73.95959768,1849.05,31620.957000000002
1023,DEST1024,40.82705407,-73.95785694,1849.05,31620.957000000002
1024,DEST1025,40.8263969,-73.95611621,1851.162,31626.822999999997
1025,DEST1026,40.82573974,-73.95437548,1681.374,31355.173
1026,DEST1027,40.82508257,-73.95263474,1731.448,31442.84
1027,DEST1028,40.824425399999996,-73.95089401,1713.235,31158.175
1028,DEST1029,40.82376824,-73.94915328,1705.024,30840.324
1029,DEST1030,40.82311107,-73.94741254,1669.875,30600.932999999997
1030,DEST1031,40.8224539,-73.94567181,1644.22,30418.445
1031,DEST1032,40.82179674,-73.94393108,1648.216,30382.127999999997
1032,DEST1033,40.82113957,-73.94219034,1638.791,30220.647999999997
1033,DEST1034,40.820482399999996,-73.94044961,1602.001,30057.136000000002
1034,DEST1035,40.81982524,-73.93870888,1591.218,29890.911
1035,DEST1036,40.81916807,-73.93696814,1557.393,29746.116
1036,DEST1037,40.8185109,-73.93522741,1594.665,29906.228
1037,DEST1038,40.81785374,-73.93348668,1437.123,29214.398999999998
1038,DEST1039,40.81719657,-73.93174594,1643.893,31832.24
1039,DEST1040,40.816539399999996,-73.93000521,1531.277,28922.431
1040,DEST1041,40.81588224,-73.92826448,1502.883,28908.752
1041,DEST1042,40.81522507,-73.92652374,1580.485,29292.737
1042,DEST1043,40.8145679,-73.92478301,1630.748,29419.521
1043,DEST1044,40.81391074,-73.92304228,1581.663,28493.354
1044,DEST1045,40.81325357,-73.92130154,1595.177,28593.808999999997
1045,DEST1046,40.8125964,-73.91956081,1538.002,28339.478
1046,DEST1047,40.81193924,-73.91782008,1574.784,28502.955
1047,DEST1048,40.81128207,-73.91607934,1611.544,28666.332000000002
1048,DEST1049,40.8106249,-73.91433861,1584.905,28191.315
1049,DEST1050,40.80996774,-73.91259788,1563.456,27847.336
1050,DEST1051,40.827484999999996,-73.9640995,1913.361,39425.745
1051,DEST1052,40.82682783,-73.96235877,1708.969,37255.718
1052,DEST1053,40.82617067,-73.96061803,1708.643,37245.396
1053,DEST1054,40.8255135,-73.9588773,1708.332,37235.53
1054,DEST1055,40.82485633,-73.95713657,1708.112,37228.565
1055,DEST1056,40.82419917,-73.95539583,1689.783,31168.298
1056,DEST1057,40.823541999999996,-73.95365509999999,1725.404,31300.4
1057,DEST1058,40.82288483,-73.95191437,1696.949,31005.734
1058,DEST1059,40.82222767,-73.95017363,1736.389,30899.466
1059,DEST1060,40.8215705,-73.9484329,1662.281,30541.863999999998
1060,DEST1061,40.82091333,-73.94669217,1622.796,30227.994
1061,DEST1062,40.82025617,-73.94495143,1636.852,30246.218999999997
1062,DEST1063,40.819599,-73.94321070000001,1618.558,30131.561
1063,DEST1064,40.81894183,-73.94146997,1581.589,29905.855
1064,DEST1065,40.81828467,-73.93972923,1571.558,29724.583
1065,DEST1066,40.8176275,-73.9379885,1535.852,29554.631
1066,DEST1067,40.81697033,-73.93624777,1526.737,29394.599
1067,DEST1068,40.81631317,-73.93450703,1522.562,29407.619
1068,DEST1069,40.815656,-73.9327663,1496.977,29343.877999999997
1069,DEST1070,40.81499883,-73.93102557,1655.842,32067.924
1070,DEST1071,40.81434167,-73.92928483,1498.682,28868.618
1071,DEST1072,40.813684499999994,-73.9275441,1551.638,29002.517999999996
1072,DEST1073,40.81302733,-73.92580337,1566.024,28471.533
1073,DEST1074,40.81237017,-73.92406263,1557.431,28307.502
1074,DEST1075,40.811713,-73.9223219,1520.62,28143.896
1075,DEST1076,40.81105583,-73.92058117,1522.146,28189.891
1076,DEST1077,40.81039867,-73.91884043,1558.35,28350.798
1077,DEST1078,40.8097415,-73.9170997,1594.987,28513.632999999998
1078,DEST1079,40.80908433,-73.91535897,1548.371,28028.943
1079,DEST1080,40.80842717,-73.91361823,1602.532,28021.017000000003
1080,DEST1081,40.82594443,-73.96511986,1904.978,39383.831
1081,DEST1082,40.82528726,-73.96337912,1682.329,30781.936
1082,DEST1083,40.8246301,-73.96163839,1714.656,37435.79
1083,DEST1084,40.82397293,-73.95989766,1714.321,37425.179
1084,DEST1085,40.82331576,-73.95815692,1713.986,37414.57
1085,DEST1086,40.822658600000004,-73.95641619,1702.994,31077.792999999998
1086,DEST1087,40.82200143,-73.95467546,1670.322,30768.21
1087,DEST1088,40.82134426,-73.95293472,1677.124,30759.342
1088,DEST1089,40.82068710000001,-73.95119399,1684.965,30578.926
1089,DEST1090,40.82002993,-73.94945326,1686.998,30734.112
1090,DEST1091,40.81937276,-73.94771252,1723.506,30819.362
1091,DEST1092,40.818715600000004,-73.94597179,1618.15,30095.089
1092,DEST1093,40.81805843,-73.94423106,1602.448,29980.65
1093,DEST1094,40.81740126,-73.94249032,1639.244,30144.187
1094,DEST1095,40.8167441,-73.94074959,1577.0,29748.074
1095,DEST1096,40.81608693,-73.93900886,1514.273,29362.799
1096,DEST1097,40.81542976,-73.93726812,1498.994,29152.465
1097,DEST1098,40.814772600000005,-73.93552739,1524.007,29000.877999999997
1098,DEST1099,40.81411543,-73.93378666,1460.01,28946.362
1099,DEST1100,40.81345826,-73.93204592,1581.894,29354.444
1100,DEST1101,40.8128011,-73.93030519,1472.774,28528.116
1101,DEST1102,40.81214393,-73.92856446,1505.031,28832.222
1102,DEST1103,40.81148676,-73.92682372,1525.506,28279.22
1103,DEST1104,40.810829600000005,-73.92508299,1523.158,28141.882
1104,DEST1105,40.81017243,-73.92334226,1500.973,27976.897999999997
1105,DEST1106,40.80951526,-73.92160152,1596.254,28173.593999999997
1106,DEST1107,40.8088581,-73.91986079,1559.459,28010.061
1107,DEST1108,40.80820093,-73.91812006,1522.661,27846.515
1108,DEST1109,40.80754376,-73.91637932,1525.082,27676.778
1109,DEST1110,40.806886600000006,-73.91463859,1488.297,27513.289
1110,DEST1111,40.82440386,-73.96614021,1916.598,39805.614
1111,DEST1112,40.82374669,-73.96439948,1682.329,30781.936
1112,DEST1113,40.82308952,-73.96265875,1682.329,30781.936
1113,DEST1114,40.82243236,-73.96091801,1682.329,30781.936
1114,DEST1115,40.82177519,-73.95917728,1682.329,30781.936
1115,DEST1116,40.82111802,-73.95743655,1664.449,30761.362999999998
1116,DEST1117,40.82046086,-73.95569581,1643.537,30598.71
1117,DEST1118,40.81980369,-73.95395508,1646.411,30621.058999999997
1118,DEST1119,40.81914652,-73.95221435,1663.421,30387.422000000002
1119,DEST1120,40.81848936,-73.95047361,1676.567,30249.737999999998
1120,DEST1121,40.81783219,-73.94873288,1766.347,31009.767999999996
1121,DEST1122,40.81717502,-73.94699215,1599.527,29943.732999999997
1122,DEST1123,40.81651786,-73.94525141,1586.374,29829.813
1123,DEST1124,40.81586069,-73.94351068,1552.743,29651.319
1124,DEST1125,40.81520352,-73.94176995,1561.046,29597.745
1125,DEST1126,40.81454636,-73.94002921,1492.748,29171.438
1126,DEST1127,40.81388919,-73.93828848,1546.427,29454.24
1127,DEST1128,40.81323202,-73.93654775,1455.412,28882.89
1128,DEST1129,40.81257486,-73.93480701,1542.082,29343.967999999997
1129,DEST1130,40.81191769,-73.93306628,1506.787,28847.811
1130,DEST1131,40.81126052,-73.93132555,1458.001,28319.196
1131,DEST1132,40.81060336,-73.92958481,1536.476,28218.691000000003
1132,DEST1133,40.80994619,-73.92784408,1503.636,28091.106
1133,DEST1134,40.80928902,-73.92610335,1496.696,27902.581000000002
1134,DEST1135,40.80863186,-73.92436261,1524.357,28033.247000000003
1135,DEST1136,40.80797469,-73.92262188,1564.488,28353.341
1136,DEST1137,40.80731752,-73.92088115,1527.69,28189.79
1137,DEST1138,40.80666036,-73.91914041,1522.419,27846.801
1138,DEST1139,40.80600319,-73.91739968,1525.767,27679.822999999997
1139,DEST1140,40.80534602,-73.91565895,1488.983,27516.337000000003
1140,DEST1141,40.82286329,-73.96716057,1931.411,39879.687000000005
1141,DEST1142,40.82220612,-73.96541984,1651.828,30557.231
1142,DEST1143,40.82154895,-73.9636791,1657.649,30670.928
1143,DEST1144,40.82089179,-73.96193837,1657.024,30658.418999999998
1144,DEST1145,40.82023462,-73.96019764,1656.398,30645.91
1145,DEST1146,40.81957745,-73.9584569,1650.23,30587.199
1146,DEST1147,40.81892029,-73.95671617,1629.298,30424.392999999996
1147,DEST1148,40.81826312,-73.95497544,1644.076,30462.987999999998
1148,DEST1149,40.81760595,-73.95323470000001,1643.651,30204.07
1149,DEST1150,40.81694879,-73.95149397,1661.23,30073.405
1150,DEST1151,40.81629162,-73.94975324,1730.736,30525.499
1151,DEST1152,40.81563445,-73.9480125,1587.807,29875.65
1152,DEST1153,40.81497729,-73.94627177,1576.069,29708.572999999997
1153,DEST1154,40.81432012,-73.94453104,1535.727,29512.24
1154,DEST1155,40.81366295,-73.9427903,1567.614,29631.557
1155,DEST1156,40.81300579,-73.94104957,1554.97,29541.277000000002
1156,DEST1157,40.81234862,-73.93930884,1619.358,29725.308999999997
1157,DEST1158,40.81169145,-73.9375681,1456.376,28891.463
1158,DEST1159,40.81103429,-73.93582737,1467.111,28824.859
1159,DEST1160,40.81037712,-73.93408664,1408.446,28388.168999999998
1160,DEST1161,40.80971995,-73.9323459,1582.271,29197.272
1161,DEST1162,40.80906279,-73.93060517,1521.38,28206.101000000002
1162,DEST1163,40.80840562,-73.92886444,1502.958,28072.115
1163,DEST1164,40.80774845,-73.92712370000001,1537.871,29479.467999999997
1164,DEST1165,40.80709129,-73.92538297,1545.155,29642.676
1165,DEST1166,40.80643412,-73.92364224,1552.909,29806.366
1166,DEST1167,40.80577695,-73.9219015,1560.662,29970.046000000002
1167,DEST1168,40.80511979,-73.92016077,1413.82,27140.957000000002
1168,DEST1169,40.80446262,-73.91842004,1483.177,27703.991
1169,DEST1170,40.80380545,-73.9166793,1566.898,32157.821
1170,DEST1171,40.82132271,-73.96818093,1926.47,39995.074
1171,DEST1172,40.82066555,-73.9664402,1627.019,30480.924
1172,DEST1173,40.82000838,-73.96469946,1626.21,30464.158
1173,DEST1174,40.81935121,-73.96295873,1624.341,30426.773999999998
1174,DEST1175,40.81869405,-73.961218,1622.479,30389.537
1175,DEST1176,40.81803688,-73.95947726,1628.294,30361.645
1176,DEST1177,40.81737971,-73.95773653,1649.31,30525.104
1177,DEST1178,40.81672255,-73.9559958,1627.74,30306.73
1178,DEST1179,40.81606538,-73.95425506,1620.254,30003.696
1179,DEST1180,40.81540821,-73.95251433,1622.901,29832.315
1180,DEST1181,40.81475105,-73.95077359999999,1775.864,30726.068
1181,DEST1182,40.81409388,-73.94903286,1636.152,29623.096
1182,DEST1183,40.81343671,-73.94729213,1592.263,29456.78
1183,DEST1184,40.81277955,-73.94555140000001,1555.457,29293.194
1184,DEST1185,40.81212238,-73.94381066,1549.89,29132.433999999997
1185,DEST1186,40.81146521,-73.94206993,1539.344,29371.592999999997
1186,DEST1187,40.81080805,-73.94032920000001,1502.546,29208.048
1187,DEST1188,40.81015088,-73.93858846,1491.805,28641.275
1188,DEST1189,40.80949371,-73.93684773,1485.234,28577.892999999996
1189,DEST1190,40.80883655,-73.93510699999999,1470.855,28593.248
1190,DEST1191,40.80817938,-73.93336626,1395.068,28092.888
1191,DEST1192,40.80752221,-73.93162553,1577.885,28369.868
1192,DEST1193,40.80686505,-73.9298848,1536.836,28251.132
1193,DEST1194,40.80620788,-73.92814406,1530.397,28043.904
1194,DEST1195,40.80555071,-73.92640333,1506.785,28733.86
1195,DEST1196,40.80489355,-73.92466259999999,1436.669,28272.825
1196,DEST1197,40.80423638,-73.92292186,1483.035,28579.504
1197,DEST1198,40.80357921,-73.92118113,1505.475,28727.287
1198,DEST1199,40.80292205,-73.91944040000001,1522.854,28890.813
1199,DEST1200,40.80226488,-73.91769966,1553.02,28075.496
1200,DEST1201,40.81978214,-73.96920129,1948.29,40398.306000000004
1201,DEST1202,40.81912498,-73.96746055,1635.009,30671.799
1202,DEST1203,40.81846781,-73.96571982,1633.689,30640.254
1203,DEST1204,40.81781064,-73.96397909,1632.368,30608.71
1204,DEST1205,40.81715348,-73.96223835,1843.869,37059.398
1205,DEST1206,40.81649631,-73.96049762,1640.603,30457.379
1206,DEST1207,40.81583914,-73.95875689,1622.006,30105.91
1207,DEST1208,40.81518198,-73.95701615,1615.531,29914.914
1208,DEST1209,40.81452481,-73.95527542,1598.702,29812.113999999998
1209,DEST1210,40.81386764,-73.95353469,1636.509,29974.529
1210,DEST1211,40.81321048,-73.95179395,1656.625,29927.74
1211,DEST1212,40.81255331,-73.95005322,1569.736,29380.232999999997
1212,DEST1213,40.81189614,-73.94831249,1572.795,29291.523999999998
1213,DEST1214,40.81123898,-73.94657175,1532.767,29098.452999999998
1214,DEST1215,40.81058181,-73.94483102,1530.379,28966.482000000004
1215,DEST1216,40.80992464,-73.94309029,1545.683,28801.191000000003
1216,DEST1217,40.80926748,-73.94134955,1508.893,28637.679
1217,DEST1218,40.80861031,-73.93960882,1472.097,28474.14
1218,DEST1219,40.80795314,-73.93786809,1453.783,28309.398999999998
1219,DEST1220,40.80729598,-73.93612735,1507.971,28589.667
1220,DEST1221,40.80663881,-73.93438662,1557.783,28600.959
1221,DEST1222,40.80598164,-73.93264589,1486.003,28970.224
1222,DEST1223,40.80532448,-73.93090515,1367.765,27705.935
1223,DEST1224,40.80466731,-73.92916442,1622.633,28501.67
1224,DEST1225,40.80401014,-73.92742369,1679.265,28658.982000000004
1225,DEST1226,40.80335298,-73.92568295,1764.201,28894.917999999998
1226,DEST1227,40.80269581,-73.92394222,1815.372,29037.057999999997
1227,DEST1228,40.80203864,-73.92220149,1877.333,29209.173
1228,DEST1229,40.80138148,-73.92046075,1575.979,29015.217999999997
1229,DEST1230,40.80072431,-73.91872002,1634.874,29178.814
1230,DEST1231,40.81824157,-73.97022164,1942.545,40351.691
1231,DEST1232,40.8175844,-73.96848091,1639.487,30778.772
1232,DEST1233,40.81692724,-73.96674018,1639.457,30778.049
1233,DEST1234,40.81627007,-73.96499944,1639.427,30777.327
1234,DEST1235,40.8156129,-73.96325871,1844.472,36865.397000000004
1235,DEST1236,40.81495574,-73.96151798,1663.151,30946.076
1236,DEST1237,40.81429857,-73.95977724,1613.616,30189.063
1237,DEST1238,40.8136414,-73.95803651,1622.023,29943.146
1238,DEST1239,40.81298424,-73.95629578,1592.331,29698.724
1239,DEST1240,40.81232707,-73.95455504,1602.567,29558.821
1240,DEST1241,40.8116699,-73.95281431,1571.102,29374.412999999997
1241,DEST1242,40.81101274,-73.95107358,1549.758,29211.326
1242,DEST1243,40.81035557,-73.94933284,1544.638,29047.653
1243,DEST1244,40.8096984,-73.94759211,1511.204,28906.757999999998
1244,DEST1245,40.80904124,-73.94585138,1501.971,28721.244
1245,DEST1246,40.80838407,-73.94411064,1517.276,28556.452
1246,DEST1247,40.8077269,-73.94236991,1480.476,28392.891
1247,DEST1248,40.80706974,-73.94062918,1452.337,28307.939
1248,DEST1249,40.80641257,-73.93888844,1439.352,28150.877999999997
1249,DEST1250,40.8057554,-73.93714771,1440.039,28135.407000000003
1250,DEST1251,40.80509824,-73.93540698,1390.4,27817.139
1251,DEST1252,40.80444107,-73.93366624,1393.821,27891.966
1252,DEST1253,40.8037839,-73.93192551,1355.588,27522.049
1253,DEST1254,40.80312674,-73.93018478,1544.059,32551.117000000002
1254,DEST1255,40.80246957,-73.92844404,1556.653,32597.554
1255,DEST1256,40.8018124,-73.92670331,1405.037,27247.267000000003
1256,DEST1257,40.80115524,-73.92496258,1405.037,27247.267000000003
1257,DEST1258,40.80049807,-73.92322184,1365.032,27282.099
1258,DEST1259,40.7998409,-73.92148111,1381.328,27349.389
1259,DEST1260,40.79918374,-73.91974038,1418.348,27629.004
1260,DEST1261,40.816701,-73.971242,1968.325,40557.316
1261,DEST1262,40.81604383,-73.96950127,1645.336,30951.677000000003
1262,DEST1263,40.81538667,-73.96776053,1645.538,30958.053
1263,DEST1264,40.8147295,-73.9660198,1645.739,30964.43
1264,DEST1265,40.81407233,-73.96427907,1836.444,36673.606
1265,DEST1266,40.81341517,-73.96253833,1653.441,30751.855
1266,DEST1267,40.812758,-73.96079759999999,1622.039,30380.93
1267,DEST1268,40.81210083,-73.95905687,1621.585,30066.654
1268,DEST1269,40.81144367,-73.95731613,1601.93,29890.713
1269,DEST1270,40.8107865,-73.9555754,1610.521,29611.516
1270,DEST1271,40.81012933,-73.95383467,1599.801,29527.627999999997
1271,DEST1272,40.80947217,-73.95209393,1585.771,29427.98
1272,DEST1273,40.808815,-73.9503532,1571.467,29308.267000000003
1273,DEST1274,40.80815783,-73.94861247,1517.94,28936.648999999998
1274,DEST1275,40.80750067,-73.94687173,1554.736,29100.185
1275,DEST1276,40.8068435,-73.945131,1480.565,28548.683999999997
1276,DEST1277,40.80618633,-73.94339027,1453.245,28385.09
1277,DEST1278,40.80552917,-73.94164953,1466.139,28407.04
1278,DEST1279,40.804871999999996,-73.9399088,1485.868,28426.395
1279,DEST1280,40.80421483,-73.93816807,1439.811,28142.147
1280,DEST1281,40.80355767,-73.93642733,1458.393,28068.992000000002
1281,DEST1282,40.8029005,-73.93468659999999,1347.654,27481.561
1282,DEST1283,40.80224333,-73.93294587,1340.024,27440.736
1283,DEST1284,40.80158617,-73.93120513,1473.006,28113.537999999997
1284,DEST1285,40.800929,-73.92946440000001,1362.078,27771.577
1285,DEST1286,40.80027183,-73.92772367,1368.919,27935.577
1286,DEST1287,40.79961467,-73.92598293,1300.472,26668.581000000002
1287,DEST1288,40.7989575,-73.92424220000001,1415.825,28061.908
1288,DEST1289,40.79830033,-73.92250147,1286.21,26322.451
1289,DEST1290,40.79764317,-73.92076073,1280.044,26158.015
1290,DEST1291,40.81516043,-73.97226236,1981.044,40726.966
1291,DEST1292,40.81450326,-73.97052162,1652.89,31190.874
1292,DEST1293,40.8138461,-73.96878089,1652.53,31179.476000000002
1293,DEST1294,40.81318893,-73.96704016,1652.17,31168.077
1294,DEST1295,40.81253176,-73.96529942,1828.475,36483.245
1295,DEST1296,40.8118746,-73.96355869,1659.991,30897.906000000003
1296,DEST1297,40.81121743,-73.96181796,1630.459,30572.74
1297,DEST1298,40.81056026,-73.96007722,1628.554,30218.498
1298,DEST1299,40.8099031,-73.95833649,1631.044,30304.072999999997
1299,DEST1300,40.80924593,-73.95659576,1616.978,30191.701
1300,DEST1301,40.80858876,-73.95485502,1610.226,29600.322
1301,DEST1302,40.807931599999996,-73.95311429,1567.785,29409.721
1302,DEST1303,40.80727443,-73.95137356,1566.377,29271.468999999997
1303,DEST1304,40.80661726,-73.94963282,1564.357,29363.697
1304,DEST1305,40.8059601,-73.94789209,1574.49,29267.715
1305,DEST1306,40.80530293,-73.94615136,1519.08,28885.252
1306,DEST1307,40.80464576,-73.94441062,1482.316,28643.51
1307,DEST1308,40.8039886,-73.94266989,1480.024,28477.372000000003
1308,DEST1309,40.80333143,-73.94092916,1506.391,28598.412999999997
1309,DEST1310,40.80267426,-73.93918842,1459.475,28309.124
1310,DEST1311,40.8020171,-73.93744769,1438.404,28133.952999999998
1311,DEST1312,40.80135993,-73.93570696,1470.793,28150.706000000002
1312,DEST1313,40.80070276,-73.93396622,1408.795,27749.79
1313,DEST1314,40.8000456,-73.93222549,1456.991,27948.742000000002
1314,DEST1315,40.79938843,-73.93048476,1525.789,28272.584
1315,DEST1316,40.79873126,-73.92874402,1527.652,32052.712000000003
1316,DEST1317,40.7980741,-73.92700329,1413.191,27387.411
1317,DEST1318,40.79741693,-73.92526256,1440.823,27525.574
1318,DEST1319,40.79675976,-73.92352182,1410.882,27408.779
1319,DEST1320,40.796102600000005,-73.92178109,1385.476,27798.04
1320,DEST1321,40.81361986,-73.97328271,2219.178,41846.523
1321,DEST1322,40.81296269,-73.97154198,1657.832,31347.368
1322,DEST1323,40.81230552,-73.96980125,1657.872,31348.648999999998
1323,DEST1324,40.81164836,-73.96806051,1657.945,31350.952999999998
1324,DEST1325,40.81099119,-73.96631978,1820.481,36292.278
1325,DEST1326,40.81033402,-73.96457905,1668.492,31063.993
1326,DEST1327,40.80967686,-73.96283831,1646.655,30764.403
1327,DEST1328,40.80901969,-73.96109758,1632.073,30298.615
