DEST1,-73.928387000000001,40.881405000000001,1772777.000000000000000,38658.841000000000349
DEST2,-73.92940735714286,40.87986442857143,1718620.0,37381.25
DEST3,-73.93042771428574,40.87832385714287,1722976.0,37505.786
DEST4,-73.93144807142859,40.87678328571429,1727374.0,37645.058
DEST5,-73.93246842857145,40.87524271428572,1731276.9999999998,37768.65900000001
DEST6,-73.93348878571429,40.87370214285715,1736099.0000000002,37921.352
DEST7,-73.9345091428572,40.87216157142858,1741478.0,38091.702
DEST8,-73.93552950000003,40.87062100000001,1694800.0,36545.429
DEST9,-73.93654985714291,40.869080428571436,1694800.0,36545.429
DEST10,-73.93757021428578,40.867539857142866,1668644.9999999998,36392.603
DEST11,-73.93859057142862,40.865999285714295,1675564.0,36577.11
DEST12,-73.93961092857148,40.864458714285725,1683130.0,36816.083
DEST13,-73.94063128571437,40.86291814285715,1687767.0000000002,36962.91900000001
DEST14,-73.94165164285722,40.861377571428584,1696514.0,37239.904
DEST15,-73.94267200000007,40.85983700000001,1701891.0000000002,37410.18
DEST16,-73.94369235714294,40.858296428571435,1707708.0,37594.384
DEST17,-73.94471271428581,40.856755857142865,1713004.0,37762.112
DEST18,-73.94573307142868,40.85521528571431,1719038.0,37953.16499999999
DEST19,-73.94675342857155,40.853674714285724,1590276.0,34382.52
DEST20,-73.9477737857144,40.85213414285715,1591551.0000000002,34422.88
DEST21,-73.94879414285727,40.8505935714286,1808759.0000000002,39437.09900000001
DEST22,-73.94981450000013,40.84905300000001,1807492.0,39396.976
DEST23,-73.95083485714298,40.847512428571456,1806226.0,39356.886
DEST24,-73.95185521428586,40.845971857142885,1748538.0,38887.37500000001
DEST25,-73.95287557142872,40.844431285714315,1611512.9999999998,34802.05
DEST26,-73.95389592857158,40.84289071428574,1638115.0000000002,35270.512
DEST27,-73.95491628571443,40.84135014285717,1649240.9999999998,35567.217
DEST28,-73.95593664285731,40.8398095714286,1653172.0,35672.058
DEST29,-73.95695700000019,40.838269000000025,1655155.0000000002,35724.924
DEST30,-73.95797735714301,40.836728428571455,1661034.0,35881.716
DEST31,-73.95899771428591,40.835187857142884,1750487.0000000002,32606.942
DEST32,-73.96001807142876,40.83364728571432,1753654.0,36568.94
DEST33,-73.96103842857163,40.83210671428574,1930588.9999999998,39392.65
DEST34,-73.9620587857145,40.83056614285717,1931354.0,39396.472
DEST35,-73.96307914285734,40.8290255714286,1933862.0,39409.01500000001
DEST36,-73.9640995000002,40.82748500000003,1913350.0,39425.48700000001
DEST37,-73.96511985714307,40.825944428571454,1904967.0000000002,39383.57299999999
DEST38,-73.96614021428594,40.82440385714289,1916587.0000000002,39805.352
DEST39,-73.96716057142879,40.82286328571432,1931398.0,39879.422
DEST40,-73.96818092857166,40.82132271428575,1926459.0000000002,39994.81
DEST41,-73.96920128571453,40.81978214285717,1948279.0000000002,40398.034
DEST42,-73.9702216428574,40.81824157142861,1942534.0,40351.42099999999
DEST43,-73.97124200000027,40.81670100000004,1968312.9999999998,40557.04300000001
DEST44,-73.97226235714312,40.81516042857147,1981032.9999999998,40726.69299999999
DEST45,-73.97328271428599,40.813619857142896,2219160.0,41846.234
DEST46,-73.97430307142885,40.812079285714326,2219160.0,41846.234
DEST47,-73.9753234285717,40.81053871428576,2219160.0,41846.234
DEST48,-73.97634378571458,40.80899814285719,2216278.0,41838.23
DEST49,-73.97736414285744,40.80745757142861,2215524.9999999995,42401.256
DEST50,-73.9783845000003,40.80591700000005,2213332.9999999995,42391.514
DEST51,-73.97940485714318,40.804376428571466,2213332.9999999995,42391.514
DEST52,-73.98042521428603,40.802835857142895,1699240.9999999998,32660.513
DEST53,-73.9814455714289,40.801295285714325,1784130.0,34866.904
DEST54,-73.98246592857173,40.79975471428576,1803467.0000000002,34944.467
DEST55,-73.98348628571463,40.79821414285719,1727358.0,33419.791
DEST56,-73.98450664285747,40.79667357142862,1728403.0000000002,33444.749
DEST57,-73.98552700000035,40.79513300000005,1736204.9999999998,33719.845
DEST58,-73.98654735714322,40.79359242857148,1740876.0,33867.771
DEST59,-73.98756771428606,40.79205185714291,1745772.0,34022.793
DEST60,-73.98858807142894,40.79051128571434,1750424.9999999998,34170.148
DEST61,-73.98960842857181,40.788970714285774,1780758.0,33564.231
